Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1995:Q4,Bottom50,2825601,2023533,1410217,613315,802068,169961,7945,27310,24108,3202,4901,2002,2899,73106,75253,14049,135780,161251,61905,70607,1813601,1811232,1089357,636799,6788,78288,2370,1012000,49652531,
1996:Q1,TopPt1,3403219,408892,228027,180865,2994327,184423,85786,580424,376235,204188,332134,315964,16170,941245,26526,2122,23919,15080,794930,7738,36611,35948,16694,1802,1246,16205,663,3366608,100650,
1996:Q1,RemainingTop1,4817156,807573,625648,181925,4009584,337846,154607,423598,291424,132173,59073,36234,22839,1490347,63871,23226,194159,170275,1071399,21181,186636,184549,141429,11623,2115,29383,2087,4630520,894259,
1996:Q1,Next9,10675669,2706834,2188445,518389,7968835,971951,239062,422263,309044,113220,88377,45755,42622,1612277,132310,316319,544305,2499057,1072289,70626,731087,726943,579242,91015,2011,54676,4144,9944582,8956492,
1996:Q1,Next40,12222188,5222186,4159164,1063022,7000002,1210636,113659,236704,158743,77960,37031,15209,21822,764070,287021,254681,629570,2692178,623286,151166,2041772,2032921,1543943,419268,7068,62642,8851,10180416,39832161,
1996:Q1,Bottom50,2828242,2007620,1389378,618242,820622,175538,8405,26318,22925,3393,4781,1934,2847,76944,75218,14070,139527,164565,64911,70346,1823188,1820829,1097551,638499,4772,80007,2359,1005054,49795168,
1996:Q2,TopPt1,3450635,403224,230134,173090,3047411,180940,77022,605800,393429,212371,322295,307196,15100,986836,25512,2174,25368,16391,797321,7751,40332,39686,17648,2172,1785,18081,646,3410303,101394,
1996:Q2,RemainingTop1,4894254,819744,636401,183343,4074510,334199,151558,442951,305684,137267,68601,45634,22968,1521473,62028,24670,202054,178495,1067298,21180,191155,189087,143726,12039,2784,30537,2068,4703099,896390,
1996:Q2,Next9,10864999,2737487,2207774,529713,8127512,963429,236982,441151,322457,118695,83883,42257,41626,1686246,137695,321204,546434,2541024,1098104,71359,760693,756396,597702,97573,2905,58216,4297,10104305,8982180,
1996:Q2,Next40,12437820,5304333,4229125,1075208,7133487,1219637,116959,248565,163763,84801,35266,13484,21782,807199,292891,255789,657407,2711517,636508,151750,2088139,2079198,1575500,431695,9936,62067,8941,10349681,39949251,
1996:Q2,Bottom50,2849295,2014836,1397374,617463,834459,177287,8015,26338,22554,3785,4562,1771,2791,81144,75415,14086,141735,167888,67839,70148,1835102,1832752,1097632,653100,6139,75882,2349,1014194,49939600,
1996:Q3,TopPt1,3447544,405453,236154,169299,3042091,180730,77173,606566,404523,202043,313548,299545,14004,985439,25243,2264,27062,17738,798502,7824,43885,43257,18642,2527,2102,19986,628,3403659,102157,
1996:Q3,RemainingTop1,4921282,835430,651002,184428,4085852,334225,155711,445846,316858,128988,78207,55109,23099,1502350,61539,26058,211308,186642,1062684,21283,194929,192881,145893,12430,2890,31668,2048,4726353,898532,
1996:Q3,Next9,11021089,2781672,2241536,540136,8239417,962067,245979,455586,332354,123232,81441,40830,40612,1694068,145252,324661,552947,2582140,1122723,72553,790696,786246,617346,103923,3356,61622,4450,10230393,9008200,
1996:Q3,Next40,12616963,5365752,4274128,1091623,7251212,1236997,124818,243450,167062,76387,34058,12318,21740,830156,300539,256476,691773,2730051,649461,153433,2133872,2124841,1608621,443619,11229,61371,9031,10483091,40067613,
1996:Q3,Bottom50,2873425,2024961,1405273,619689,848464,180426,8041,25473,21953,3520,4349,1616,2734,82998,76002,14098,144645,171200,70792,70440,1846618,1844279,1098861,667348,6506,71565,2339,1026807,50085552,
1996:Q4,TopPt1,3557243,420952,243686,177266,3136291,177979,79698,611771,413509,198262,319400,306515,12885,1043283,25080,3087,30957,19188,817971,7877,46954,46345,19482,3004,1803,22056,609,3510289,102924,
1996:Q4,RemainingTop1,5032334,856827,673533,183295,4175507,331387,161729,452550,327062,125488,80193,56950,23242,1546738,61246,26372,233995,193663,1066284,21350,199385,197360,149018,13044,1975,33323,2024,4832950,900693,
1996:Q4,Next9,11333019,2847110,2308720,538391,8485908,955236,257947,468845,341105,127740,103719,64114,39605,1784056,153165,299064,613093,2613628,1163563,73593,819159,814557,632256,111848,2689,67764,4602,10513860,9034503,
1996:Q4,Next40,12833758,5380164,4273971,1106193,7453594,1247095,134022,243193,169776,73416,40119,18410,21709,877907,308487,247904,792544,2741309,666273,154740,2178308,2169187,1637761,460181,8856,62388,9121,10655450,40186968,
1996:Q4,Bottom50,2883811,2011980,1389196,622784,871831,182344,8168,24742,21258,3484,4323,1645,2677,87744,76648,13961,155718,174234,73388,70561,1862661,1860333,1100114,685801,5039,69380,2328,1021150,50232751,
1997:Q1,TopPt1,3535529,427997,248170,179828,3107532,176605,85359,560250,391721,168529,304907,293185,11722,1050813,24374,3085,32087,20576,841529,7948,50277,49699,20369,2628,2577,24124,578,3485252,103683,
1997:Q1,RemainingTop1,5052247,873282,689920,183362,4178965,330138,170070,424661,320744,103917,93555,70191,23364,1537916,60002,27862,239347,202039,1071927,21448,202943,200987,150975,12443,2702,34868,1956,4849304,902883,
1997:Q1,Next9,11486813,2895449,2351846,543603,8591365,951553,273574,459816,331969,127847,95865,57359,38505,1803834,159634,306243,602107,2656063,1207901,74775,838587,833870,646874,109742,3922,73331,4718,10648226,9061041,
1997:Q1,Next40,12954877,5418884,4295221,1123663,7535993,1260646,144814,215610,164555,51055,37138,15495,21643,903965,315273,249808,807961,2760421,683976,156380,2195072,2185882,1662052,448150,12664,63016,9190,10759805,40307037,
1997:Q1,Bottom50,2886180,2005020,1378432,626588,881160,184829,8424,22604,20010,2594,4028,1413,2614,89978,77031,13994,155914,177621,75911,70829,1849963,1847653,1093178,681213,6586,66676,2310,1036218,50380923,
1997:Q2,TopPt1,3737079,422847,251890,170956,3314233,176187,76206,556654,383104,173550,298700,288131,10569,1258110,24344,2558,36064,21915,855473,8021,53994,53446,21289,2837,3031,26289,548,3683086,104422,
1997:Q2,RemainingTop1,5312120,886874,702194,184680,4425246,330028,167591,428004,321222,106782,101988,78415,23573,1738993,59980,30146,261947,211489,1073523,21556,207636,205748,153477,12666,2884,36721,1889,5104484,905109,
1997:Q2,Next9,12011287,2929224,2375329,553895,9082063,950166,272823,463279,330324,132955,105509,67903,37607,2099641,168068,334308,661368,2707139,1243764,75997,868228,863392,663859,114445,4585,80502,4836,11143059,9087768,
1997:Q2,Next40,13333379,5500024,4366659,1133365,7833355,1276637,149396,217609,162708,54902,39287,17606,21681,1015170,323664,258421,909663,2785695,699704,158107,2236548,2227288,1692351,455714,14569,64654,9261,11096830,40427540,
1997:Q2,Bottom50,2936294,2023165,1399096,624069,913128,187711,8028,21883,19039,2844,3861,1294,2566,102074,77763,14139,166631,181286,78620,71133,1860618,1858326,1093611,692376,7102,65237,2292,1075676,50529792,
1997:Q3,TopPt1,3868873,420838,257516,163323,3448035,176882,77706,557508,377137,180371,286131,276739,9392,1377845,24244,2223,39538,23296,874510,8151,56528,56011,22412,3074,1941,28584,516,3812346,105127,
1997:Q3,RemainingTop1,5493166,899589,713305,186284,4593578,331260,173043,434014,323110,110905,114924,91106,23817,1846987,59858,32142,281253,220606,1077729,21762,211110,209287,155939,12982,1315,39051,1823,5282056,907380,
1997:Q3,Next9,12408458,2969255,2402492,566763,9439203,951497,284269,468703,330249,138454,106482,69724,36758,2273502,176391,354464,706903,2755087,1284252,77655,906533,901576,689116,119637,2674,90149,4957,11501925,9114634,
1997:Q3,Next40,13644915,5563275,4414588,1148687,8081639,1295649,158896,221654,161587,60066,38772,17020,21752,1088833,331973,264435,995495,2808458,716600,160874,2286542,2277209,1736075,464842,8407,67885,9333,11358373,40548198,
1997:Q3,Bottom50,2990160,2050356,1425419,624937,939805,191086,8094,21295,18142,3153,3610,1087,2523,109820,78470,14237,175188,184869,81236,71900,1883302,1881029,1105738,705270,4203,65818,2274,1106858,50679086,
1997:Q4,TopPt1,3954800,437427,262519,174908,3517373,179678,79753,557189,384810,172379,277268,269118,8150,1412798,23000,2491,40647,24771,911656,8123,61387,60902,23487,3592,3179,30644,485,3893413,105787,
1997:Q4,RemainingTop1,5587953,925882,741171,184711,4662071,334976,178932,438095,333201,104894,124121,100106,24015,1867823,57753,33243,286227,228603,1090587,21711,213897,212137,156191,13363,2213,40371,1760,5374056,909706,
1997:Q4,Next9,12673707,3050917,2487856,563060,9622790,957824,296475,479599,338811,140788,120614,84873,35741,2331538,181646,351063,691798,2793277,1340771,78183,939982,934902,708791,127051,4551,94509,5080,11733725,9141593,
1997:Q4,Next40,13815108,5605677,4440146,1165531,8209430,1320617,168837,218726,164248,54478,42006,20250,21756,1127269,337799,263064,1008923,2823798,737480,160914,2333369,2323963,1762402,479802,14091,67668,9406,11481738,40668733,
1997:Q4,Bottom50,2980018,2028348,1398597,629751,951671,195438,8177,20442,17461,2981,3413,946,2467,113462,78620,14224,174755,188170,83525,71444,1886432,1884176,1095488,720358,6357,61973,2256,1093587,50828529,
1998:Q1,TopPt1,4201088,438041,267991,170050,3763046,175708,91040,555535,369481,186053,267609,260746,6863,1654204,22251,2008,44940,26014,915586,8153,64725,64283,24622,3250,3597,32814,442,4136363,106387,
1998:Q1,RemainingTop1,5895605,944937,759157,185780,4950668,331193,191223,443292,329496,113796,132133,107927,24206,2099923,56559,35478,310298,240033,1088771,21767,215520,213869,156756,12725,2261,42126,1651,5680085,912094,
1998:Q1,Next9,13301069,3110673,2537757,572916,10190396,949299,318488,480905,332941,147964,140720,106062,34658,2671267,188374,376937,756690,2859809,1368726,79182,968293,963126,731916,124971,5121,101118,5167,12332776,9168597,
1998:Q1,Next40,14239045,5697694,4517196,1180498,8541351,1326458,182602,225267,160660,64607,46876,25138,21739,1251550,344825,270863,1119525,2859855,751453,162077,2357718,2348260,1795615,468087,15666,68891,9459,11881326,40788865,
1998:Q1,Bottom50,3033625,2048386,1417569,630817,985239,196616,8639,19993,16480,3513,3221,815,2406,127097,79030,14349,186036,192340,86429,71489,1876407,1874177,1092535,715010,6682,59949,2230,1157219,50977848,
1998:Q2,TopPt1,4283415,443828,275009,168819,3839587,172040,87745,595313,387336,207978,251765,246228,5537,1689321,21381,1753,46206,28560,937382,8121,68195,67765,25605,3687,3459,35014,430,4215220,106916,
1998:Q2,RemainingTop1,6026428,972398,785963,186434,5054030,327896,193507,474954,346487,128467,144805,120402,24403,2122662,55193,37375,316334,263913,1095659,21731,220683,219015,159856,13340,1796,44023,1667,5805745,914553,
1998:Q2,Next9,13608225,3196511,2615584,580927,10411713,941699,325379,505066,348538,156528,153230,119688,33542,2731465,194877,393795,744341,2929336,1412757,79768,1004909,999553,753767,132565,4782,108438,5357,12603315,9195597,
1998:Q2,Next40,14513449,5830974,4633222,1197752,8682475,1333043,190802,247631,166300,81331,49343,27625,21718,1291123,351673,275812,1138063,2873305,769440,162240,2415079,2405509,1836221,484246,14480,70562,9570,12098371,40908315,
1998:Q2,Bottom50,3057536,2062041,1428266,633776,995495,197915,8488,20238,15894,4344,2939,597,2343,130853,79394,14431,186005,195134,89013,71084,1904877,1902651,1104252,733906,6012,58480,2226,1152659,51126768,
1998:Q3,TopPt1,4056790,429783,284436,145347,3627006,169210,102220,615301,415579,199722,240049,235863,4186,1449731,19366,2232,44412,31184,945137,8166,71883,71542,26633,3997,3919,36993,341,3984906,107361,14899457
1998:Q3,RemainingTop1,5824420,981994,790961,191033,4842426,325716,207861,492674,370194,122480,149055,124408,24647,1868165,51875,38155,304450,285948,1096692,21835,224271,222883,162305,13734,1845,44998,1388,5600149,917092,3741930
1998:Q3,Next9,13401744,3233421,2623516,609905,10168324,936292,350609,530257,370868,159389,187951,155462,32490,2419231,198355,382244,652117,2984994,1445304,80970,1037152,1031846,776980,138550,5411,110906,5306,12364592,9222546,730508
1998:Q3,Next40,14552331,5964457,4748047,1216410,8587874,1342020,205908,249842,174567,75276,58315,36573,21742,1215176,356070,271997,1062941,2877062,784669,163874,2467148,2457605,1876593,495780,16213,69018,9543,12085183,41026805,95826
1998:Q3,Bottom50,3137341,2156331,1522297,634034,981011,199607,9065,19392,15243,4149,2781,496,2285,121244,79208,14388,174611,197524,91855,71335,1923683,1921513,1113645,748657,6371,52840,2171,1213658,51275015,
1998:Q4,TopPt1,4364771,457612,298378,159234,3907158,185567,118627,569652,394872,174780,241170,236071,5098,1737930,22141,1539,47930,31306,943058,8240,68991,68760,26051,3915,4349,34445,231,4295779,107713,
1998:Q4,RemainingTop1,6291161,1038587,834235,204352,5252574,338331,223997,471720,366290,105431,157556,132760,24797,2192589,57060,39604,330741,302251,1116347,22377,234406,233433,169805,14433,2645,46550,974,6056755,919718,
1998:Q4,Next9,14246970,3353343,2756627,596717,10893626,974500,366758,513610,362469,151141,176114,142708,33407,2905923,204846,409341,788092,3028370,1444707,81366,1054167,1049259,790202,138588,6703,113767,4908,13192802,9249430,
1998:Q4,Next40,15042492,6022247,4793511,1228736,9020245,1376452,214203,231164,171479,59685,55312,33856,21456,1388753,368753,285786,1200367,2941729,794049,163678,2540481,2531085,1925496,515910,18292,71388,9397,12502011,41144241,
1998:Q4,Bottom50,3176056,2154782,1510059,644723,1021274,207075,10009,18159,14748,3410,2562,396,2165,135970,81928,14581,192971,197578,89408,71034,1965638,1963532,1137035,768427,7338,50732,2106,1210418,51422519,
1999:Q1,TopPt1,4298829,457161,307420,149741,3841668,185520,134305,557565,367607,189958,242488,236481,6007,1696915,22740,1457,47805,31524,913048,8300,64813,64464,25315,3257,3985,31906,349,4234016,107981,
1999:Q1,RemainingTop1,6363853,1074190,852896,221295,5289663,332513,239961,471945,356280,115665,165036,140043,24993,2183113,58492,40119,335522,316999,1123057,22906,244569,243125,177671,14433,2726,48295,1444,6119284,922437,
1999:Q1,Next9,14379842,3404729,2802291,602438,10975113,975664,383096,502615,348588,154026,166313,131900,34413,2941677,205424,412784,827700,3057669,1420478,81694,1060960,1055726,799329,132186,6623,117588,5234,13318881,9276366,
1999:Q1,Next40,15246914,6096846,4858929,1237917,9150068,1363447,222714,238573,165912,72661,52897,31670,21227,1421805,376680,292294,1225041,2995981,797321,163315,2587786,2578117,1968948,518275,16505,74389,9669,12659128,41261279,
1999:Q1,Bottom50,3241902,2217681,1567802,649878,1024221,206722,10931,18191,14207,3984,2366,310,2056,134695,83591,14671,197735,197188,87474,70657,1989276,1987079,1156375,774246,7030,49427,2197,1252627,51570025,
1999:Q2,TopPt1,4425927,472119,317475,154644,3953808,183641,125806,528645,351093,177552,244544,237674,6870,1822129,24205,1077,48571,31679,935136,8376,61629,61275,24595,2958,4029,29693,354,4364298,108179,
1999:Q2,RemainingTop1,6623155,1125288,889022,236266,5497867,324786,239089,459569,352123,107447,170868,145737,25131,2345040,61470,41086,345709,332453,1154318,23478,257117,255641,186086,14965,3239,51350,1476,6366038,925253,
1999:Q2,Next9,14849460,3505069,2905542,599527,11344391,972935,374134,489807,341103,148704,159629,124384,35244,3207249,208414,427586,887679,3092299,1442465,82193,1082134,1076933,811351,130040,7329,128213,5201,13767326,9303505,
1999:Q2,Next40,15600134,6230624,4977204,1253419,9369510,1345465,221559,229138,162938,66199,51342,30414,20928,1527324,386606,302335,1275829,3054353,812204,163356,2660572,2650838,2019076,533159,16739,81863,9734,12939562,41378763,
1999:Q2,Bottom50,3271376,2235229,1574240,660989,1036147,205548,10839,17405,13741,3664,2184,248,1936,141725,85698,14807,205728,196958,84792,70462,2036611,2034400,1182583,790459,7418,53940,2210,1234765,51718484,
1999:Q3,TopPt1,4320785,474319,330205,144114,3846466,189069,133422,506359,334922,171436,252542,244803,7739,1662643,23647,1556,46102,31942,990585,8599,57838,57484,24137,2847,3381,27119,355,4262947,108319,
1999:Q3,RemainingTop1,6587957,1168368,914497,253871,5419590,325423,249589,450659,347083,103576,169801,144465,25336,2213310,60952,40765,336388,346301,1202095,24308,266298,264804,193173,15665,2899,53066,1494,6321659,928170,
1999:Q3,Next9,14842958,3579931,2968213,611719,11263027,987179,382761,478283,333166,145116,169516,133297,36220,3072293,205900,409609,866372,3112211,1495099,83804,1105559,1100402,832388,129699,6526,131790,5156,13737400,9331001,
1999:Q3,Next40,15760326,6374746,5104274,1270472,9385580,1348955,227144,223865,159683,64182,54702,33992,20710,1504420,392118,302207,1228956,3101926,835229,166059,2740652,2730859,2078947,553583,13629,84701,9793,13019674,41497535,
1999:Q3,Bottom50,3332193,2306508,1635981,670527,1025685,207945,11424,16833,13284,3549,2131,301,1830,134648,86825,14811,201550,196263,81799,71457,2083867,2081645,1212615,810101,6526,52403,2222,1248326,51868845,
1999:Q4,TopPt1,4716718,497330,348866,148463,4219388,201486,159527,443564,347838,95726,267986,259411,8575,2030258,29082,230,48779,31921,996131,10425,55700,55275,23869,2921,3151,25335,425,4661018,108414,
1999:Q4,RemainingTop1,7128792,1218835,950155,268680,5909957,334006,273776,419396,364303,55093,161303,135792,25511,2630908,70956,43147,358317,364033,1226264,27850,275243,273459,196677,16237,3018,57528,1784,6853549,931192,
1999:Q4,Next9,15850379,3670505,3062106,608400,12179874,1017662,412412,449782,346956,102825,198232,161136,37096,3684346,219904,460217,970570,3165165,1504312,97271,1146115,1140783,854672,130057,6554,149500,5332,14704264,9359003,
1999:Q4,Next40,16336262,6458181,5173432,1284749,9878081,1372797,241084,189102,165937,23166,63591,43133,20457,1722511,411073,323440,1335967,3174299,846998,197218,2823374,2813395,2127518,576498,12560,96818,9979,13512888,41618437,
1999:Q4,Bottom50,3423802,2342246,1661446,680801,1081555,213753,12812,14686,13153,1533,2203,484,1718,154081,90939,15085,216611,196603,79595,85187,2121016,2118735,1221527,827909,6365,62933,2280,1302786,52022058,
2000:Q1,TopPt1,4767121,504167,358776,145391,4262953,209273,175901,395242,320418,74824,272013,262743,9269,2118176,30287,0,49311,32043,970104,10603,53059,52708,23595,2442,3181,23491,351,4714061,108478,
2000:Q1,RemainingTop1,7350281,1277351,992136,285215,6072930,337454,291247,391386,348833,42553,164759,139337,25423,2759612,73602,44209,367307,379796,1234920,28637,281716,280205,199082,15983,3481,61658,1511,7068565,934322,
2000:Q1,Next9,16277519,3788844,3171856,616988,12488676,1037836,431988,414335,329569,84766,197120,159831,37289,3902400,222339,477399,1020865,3200229,1485509,98655,1176102,1171052,874797,123760,7200,165295,5050,15101417,9387663,
2000:Q1,Next40,16791826,6687826,5381550,1306276,10104000,1383442,251175,174470,158441,16029,63477,43576,19901,1814125,420711,334264,1378228,3233572,851183,199352,2879866,2869962,2168449,581135,12708,107670,9904,13911960,41742312,
2000:Q1,Bottom50,3478836,2380330,1686280,694049,1098507,217385,13795,13740,12615,1125,2026,465,1562,159628,92982,15221,223597,196380,77825,85925,2131470,2129228,1220289,830445,6724,71770,2242,1347366,52179072,
2000:Q2,TopPt1,4636748,523865,378507,145358,4112883,211267,164814,381894,298535,83359,268322,258385,9937,1945978,29748,0,47526,32260,1020234,10840,49237,48872,23201,2468,2774,20430,365,4587510,108523,
2000:Q2,RemainingTop1,7328545,1345400,1044233,301167,5983145,334466,288392,384195,336128,48067,175347,150014,25333,2615768,73206,44402,361961,394306,1281566,29534,288541,286957,205108,16790,3282,61778,1584,7040004,937566,
2000:Q2,Next9,16289860,3930671,3307919,622752,12359189,1045038,420918,405259,315259,89999,177573,140112,37461,3745706,219986,471490,1013082,3223499,1536140,100498,1194354,1189305,897658,124332,6693,160622,5049,15095506,9417133,
2000:Q2,Next40,17031807,6913098,5585366,1327731,10118709,1377683,249042,173369,152168,21201,57874,38523,19351,1784667,426535,338164,1350265,3284349,874183,202578,2959442,2949452,2227216,606309,10833,105094,9990,14072365,41870002,
2000:Q2,Bottom50,3519846,2431253,1723553,707700,1088592,218287,13579,13475,12101,1374,1727,318,1408,152185,94177,15289,221665,195785,75271,87152,2168380,2166117,1244913,851873,6146,63184,2263,1351466,52340837,
2000:Q3,TopPt1,4629537,521060,389366,131694,4108477,213462,175972,368813,282914,85899,274613,264034,10579,1878015,30215,0,46837,32424,1077038,11089,46081,45734,22845,2762,2175,17952,347,4583456,108563,
2000:Q3,RemainingTop1,7420788,1398243,1079269,318974,6022545,331734,302239,377563,327631,49932,176254,151015,25240,2579201,74598,45192,363264,409670,1332369,30461,296776,295246,210796,17915,2716,63819,1530,7124012,940927,
2000:Q3,Next9,16505961,4022602,3385225,637377,12483358,1052859,435278,395746,305245,90500,182835,145228,37608,3733906,220437,481264,1031186,3253437,1593955,102456,1225417,1220472,921652,127601,5538,165680,4944,15280544,9447564,
2000:Q3,Next40,17383090,7139499,5795504,1343995,10243591,1372640,257116,171581,147743,23838,59612,40806,18806,1800535,434707,346825,1354601,3340389,899511,206074,3053711,3043692,2286567,640030,8190,108905,10019,14329379,42002351,
2000:Q3,Bottom50,3598169,2508115,1791980,716135,1090054,219316,14342,13148,11660,1489,1600,343,1257,149873,95893,15404,223787,195402,72791,88497,2217513,2215250,1268585,878765,5052,62848,2263,1380656,52508304,
2000:Q4,TopPt1,4424955,542992,402703,140289,3881963,227234,198109,404843,305601,99242,294374,283172,11202,1547279,29516,260,43694,32706,1092783,11164,42481,42063,22129,3120,2491,14324,418,4382473,108610,
2000:Q4,RemainingTop1,7251452,1468728,1135406,333322,5782724,341984,324718,412751,354206,58545,165638,140483,25155,2252675,73935,44854,348876,423580,1362614,31100,305584,303754,218592,19288,3604,62270,1829,6945868,944410,
2000:Q4,Next9,16330537,4162320,3528252,634068,12168217,1087343,462712,427132,328041,99091,219696,181935,37761,3317461,217658,461440,987318,3269665,1614657,103134,1232234,1227107,935915,132004,6960,152228,5127,15098302,9479108,
2000:Q4,Next40,17534459,7349053,5985172,1363881,10185406,1400760,270575,189700,158185,31516,70713,52433,18280,1675284,440343,346439,1283754,3386627,914719,206491,3135603,3125388,2337777,677479,9545,100588,10214,14398856,42140201,
2000:Q4,Bottom50,3585591,2512760,1782564,730196,1072830,225937,15603,13679,11816,1863,1692,582,1110,133421,97045,15430,216165,194583,70811,88462,2255181,2252857,1290814,909376,6066,46600,2324,1330410,52682420,
2001:Q1,TopPt1,4224377,567225,425413,141812,3657152,253210,232875,384580,255165,129415,289150,277185,11965,1289697,30343,671,38896,32891,1093486,11353,36671,36334,21381,2494,1483,10975,337,4187707,108679,
2001:Q1,RemainingTop1,7146347,1564138,1215523,348615,5582209,365833,357212,388939,310889,78050,177414,152033,25381,1992778,75981,44686,323271,439105,1385055,31937,310920,309396,226118,19391,2155,61732,1525,6835427,948018,
2001:Q1,Next9,16203027,4367933,3733108,634825,11835094,1149617,505197,403921,286208,117712,198008,159341,38667,2986619,219130,446477,900597,3299293,1621570,104666,1226915,1222096,948505,125613,4279,143699,4819,14976112,9511915,
2001:Q1,Next40,17851401,7739324,6358962,1380363,10112076,1463149,290248,187973,139181,48792,64546,46445,18102,1569937,449517,347401,1161079,3443196,926083,208946,3180589,3170460,2385265,684381,5303,95511,10129,14670812,42284394,
2001:Q1,Bottom50,3605144,2545863,1804729,741134,1059281,238378,17445,13519,10813,2706,1430,417,1013,119955,98981,15463,201550,194195,69029,89337,2266669,2264389,1308356,917846,3783,34404,2281,1338475,52864137,
2001:Q2,TopPt1,4354808,573322,437435,135886,3781487,259090,228444,363213,232699,130514,292345,279638,12707,1401107,32995,423,39648,29867,1122514,11842,32315,32008,20600,2036,917,8455,307,4322493,108781,
2001:Q2,RemainingTop1,7394606,1625645,1260823,364823,5768960,367144,359641,371128,292069,79059,181739,156156,25583,2148781,81291,45527,333065,424953,1422398,33293,324452,323029,237703,20194,1399,63733,1423,7070154,951756,
2001:Q2,Next9,16719548,4468399,3829687,638712,12251149,1166279,502549,384929,267442,117487,196218,156716,39502,3237619,225723,456795,950326,3367205,1655068,108437,1247893,1243217,969171,122810,2782,148454,4676,15471654,9546137,
2001:Q2,Next40,18331497,7942571,6551009,1391562,10388926,1468630,291610,181238,130530,50707,64257,46358,17898,1676173,462945,356490,1206054,3519649,945116,216763,3274341,3264200,2460965,700963,3132,99141,10140,15057156,42435773,
2001:Q2,Bottom50,3675804,2594222,1846410,747812,1081582,241245,17529,12970,10186,2785,1301,388,912,127217,101861,15596,208788,195397,67067,92610,2338259,2335986,1361580,938246,2449,33710,2273,1337545,53054404,
2001:Q3,TopPt1,4092643,572204,448073,124131,3520440,268358,243571,384398,249537,134861,323021,309574,13448,1059046,30601,746,34756,26954,1136553,12437,31639,31263,20740,1835,1422,7266,376,4061005,108930,14451994
2001:Q3,RemainingTop1,7090229,1682140,1300088,382052,5408089,372133,377292,395981,313840,82141,164478,138680,25798,1774011,77581,45498,305494,408990,1451794,34837,335546,333832,241084,20601,2524,69623,1714,6754683,955627,4353719
2001:Q3,Next9,16387752,4548681,3900357,648324,11839071,1190614,522790,405241,285952,119290,256315,215961,40354,2734586,218168,445267,857122,3421413,1674544,113011,1311198,1306347,1008321,119904,4751,173371,4852,15076553,9581927,877020
2001:Q3,Next40,18380508,8149235,6746098,1403137,10231273,1483483,302359,193573,139197,54376,82347,64638,17709,1495811,465005,358574,1076939,3586442,960243,226496,3387851,3377513,2536703,719857,4981,115972,10338,14992657,42595180,107486
2001:Q3,Bottom50,3718232,2662398,1908682,753716,1055834,245717,18499,13356,10406,2950,1591,777,814,107794,102213,15646,192829,196161,65292,96736,2399643,2397309,1390704,952155,3988,50462,2334,1318589,53254171,
2001:Q4,TopPt1,4282754,599246,456873,142373,3683508,274287,255013,364973,232481,132492,302997,289307,13690,1278997,33690,893,36753,27464,1095867,12575,30478,30119,20473,2724,350,6572,358,4252277,109136,
2001:Q4,RemainingTop1,7449718,1733062,1360263,372798,5716657,401716,382455,374493,290159,84334,181452,155524,25928,2029560,89942,44434,316837,396482,1463251,36034,357097,355353,260969,22641,631,71112,1744,7092621,959632,
2001:Q4,Next9,16992414,4655039,3994958,660081,12337375,1217404,553213,387802,267637,120165,225476,185331,40145,3067972,233798,459265,918080,3518886,1640399,115081,1276349,1271418,987890,132483,929,150116,4931,15716065,9619372,
2001:Q4,Next40,18857217,8344178,6919160,1425017,10513040,1504494,327891,188943,132131,56812,73499,54723,18776,1617838,464538,363819,1141877,3627665,972890,229585,3465400,3455257,2608735,746998,981,98543,10143,15391817,42763115,
2001:Q4,Bottom50,3758920,2683226,1919196,764030,1075694,244378,19705,13331,10200,3131,1498,629,869,116712,102349,16018,198555,197964,67434,97750,2456233,2453945,1433717,986982,794,32453,2288,1302687,53463994,
2002:Q1,TopPt1,4306853,629498,468160,161338,3677355,282156,237124,351855,228700,123154,292674,278688,13986,1306176,36292,1583,38396,28150,1090237,12714,33045,32660,22377,2942,107,7234,385,4273808,109395,
2002:Q1,RemainingTop1,7576042,1787337,1424371,362966,5788704,433227,364591,362483,280932,81551,191258,165109,26148,2054865,101488,42528,325778,381598,1493651,37238,365413,363462,264124,22464,207,76668,1951,7210628,963754,
2002:Q1,Next9,17271225,4783188,4117876,665312,12488038,1248675,548278,378625,262171,116454,216961,176807,40154,3071423,248125,452521,970031,3597139,1639114,117147,1302098,1296943,1017025,132507,242,147169,5155,15969127,9658312,
2002:Q1,Next40,19168664,8527216,7088379,1438837,10641449,1531203,338316,185737,130887,54851,71276,51327,19949,1611075,462956,362368,1195792,3654735,995345,232646,3545871,3535839,2699572,741653,264,94351,10032,15622794,42938703,
2002:Q1,Bottom50,3779709,2698876,1929035,769841,1080834,244044,19535,13336,10247,3089,1572,633,939,113767,102239,16312,202791,199156,69334,98746,2464226,2461953,1445713,983950,203,32086,2273,1315484,53682865,
